SYMBOL,GeneID,Median(Tumor),Median(Normal),Log2FC,adjp
CRIP1,ENSG00000213145,528.074,5.46,6.356,1.55E-97
CRIP2,ENSG00000182809,193.702,22.68,3.04,1.22E-60
CRIPT,ENSG00000119878,8.75,2.15,1.63,2.84E-77
CRISP3,ENSG00000096006,15.401,0.35,3.603,7.38E-18
CRISPLD1,ENSG00000121005,3.12,0.11,1.892,2.07E-53
CRISPLD2,ENSG00000103196,47.629,6.81,2.638,1.81E-42
CRK,ENSG00000167193,20.11,7.22,1.361,3.06E-51
CRKL,ENSG00000099942,16.95,5.64,1.435,9.42E-54
CRLF3,ENSG00000176390,6.77,1.64,1.557,4.76E-55
CRLS1,ENSG00000088766,42.961,20.04,1.063,1.01E-33
CRMP1,ENSG00000072832,6.23,2.42,1.08,8.51E-19
CRNDE,ENSG00000245694,12.14,2.5,1.909,1.6E-29
CRNKL1,ENSG00000101343,18.17,3.7,2.028,9.15E-83
CROT,ENSG00000005469,7.14,2.27,1.316,9.49E-59
CRP,ENSG00000132693,35.429,3.59,2.989,3.28E-05
CRTAC1,ENSG00000095713,1.92,0.34,1.124,1.8E-26
CRTAP,ENSG00000170275,104.538,19.87,2.338,8.54E-56
CRTC2,ENSG00000160741,34.52,14.23,1.222,1.94E-31
CRTC3,ENSG00000140577,13.83,4.22,1.506,1.84E-54
CRY1,ENSG00000008405,9.57,4.11,1.049,1.38E-26
CRYAB,ENSG00000109846,37.27,15.17,1.243,2.65E-11
CRYL1,ENSG00000165475,32.969,14.97,1.089,1.6E-28
CRYM,ENSG00000103316,1.47,0.08,1.193,8.6E-38
CSDC2,ENSG00000172346,1.79,15.56,-2.569,2.17E-37
CSDE1,ENSG00000009307,157.422,69.141,1.175,7.02E-28
CSE1L,ENSG00000124207,24.7,7.89,1.532,3.39E-57
CSF1,ENSG00000184371,17.89,5.68,1.5,7.38E-27
CSF1R,ENSG00000182578,18.1,2.26,2.551,6.09E-40
CSF2,ENSG00000164400,1.2,0,1.137,1.94E-35
CSF2RA,ENSG00000198223,8.73,0.47,2.727,7.93E-54
CSF2RB,ENSG00000100368,3.88,0.4,1.801,1.92E-37
CSF3R,ENSG00000119535,7.61,1.58,1.739,5.93E-18
CSGALNACT1,ENSG00000147408,7,2.77,1.085,9.47E-27
CSGALNACT2,ENSG00000169826,13.08,2.54,1.992,1.11E-50
CSK,ENSG00000103653,46.381,8.11,2.379,5.91E-63
CSNK1A1,ENSG00000113712,86.677,18.17,2.193,9.4E-68
CSNK1G2,ENSG00000133275,41.32,17.98,1.157,2.26E-26
CSNK1G3,ENSG00000151292,10.87,3.42,1.425,1.03E-54
CSNK2A1,ENSG00000101266,31.561,11.42,1.39,5.73E-46
CSNK2B,ENSG00000204435,164.255,62.921,1.37,5.84E-38
CSPG4,ENSG00000173546,4.01,0.74,1.526,3.9E-40
CSRNP1,ENSG00000144655,20.031,7.55,1.298,2.2E-19
CSRNP2,ENSG00000110925,9.06,3.72,1.092,2.55E-38
CSRP1,ENSG00000159176,184.745,43.679,2.056,2.6E-47
CSRP2,ENSG00000175183,19.03,6.22,1.472,1.32E-28
CST1,ENSG00000170373,100.092,0,6.66,2.09E-68
CST2,ENSG00000170369,22.15,0.05,4.463,1.89E-58
CST3,ENSG00000101439,792.462,262.595,1.59,9.26E-36
CST4,ENSG00000101441,1.93,0,1.551,2.81E-34
CST6,ENSG00000175315,12.58,0.2,3.5,4.72E-46
CST7,ENSG00000077984,8.68,0.52,2.671,1.06E-51
CSTA,ENSG00000121552,15.5,0.99,3.052,2.03E-43
CSTB,ENSG00000160213,122.479,12.59,3.184,1.38E-70
CSTF2,ENSG00000101811,8.59,1.75,1.802,6.04E-80
CSTF2T,ENSG00000177613,9.91,3.69,1.218,2.58E-53
CSTF3,ENSG00000176102,17.33,7,1.196,2.1E-17
CTA-14H9.5,ENSG00000261353,4.9,0.6,1.883,8.02E-47
CTA-293F17.1,ENSG00000271133,3.79,1.34,1.034,3.27E-25
CTA-29F11.1,ENSG00000260708,6.3,2.55,1.04,6.23E-27
CTA-363E6.2,ENSG00000259925,1.03,0,1.021,1.37E-25
CTA-384D8.34,ENSG00000273272,1.11,0,1.077,1.37E-31
CTA-384D8.35,ENSG00000272666,2.63,0.04,1.803,4.7E-41
CTA-384D8.36,ENSG00000272821,7.21,3.04,1.023,2.94E-19
CTA-963H5.5,ENSG00000250318,4.25,0.84,1.513,6.57E-44
CTAGE5,ENSG00000150527,32.88,14.22,1.154,2.18E-35
CTB-113I20.2,ENSG00000271737,2.61,0.68,1.104,6.54E-27
CTB-131K11.1,ENSG00000266469,9.09,2.78,1.416,2.83E-53
CTB-191K22.5,ENSG00000267815,39.191,1.57,3.967,2.85E-62
CTB-193M12.5,ENSG00000280206,6.38,0.45,2.348,2.88E-75
CTB-31O20.3,ENSG00000267007,7.17,0,3.03,4.37E-36
CTB-31O20.6,ENSG00000267125,11.08,2.34,1.855,6.74E-17
CTB-39G8.3,ENSG00000267344,2.73,0.44,1.373,5.57E-24
CTB-43P18.1,ENSG00000272742,2.21,0.53,1.069,1.94E-31
CTB-50L17.14,ENSG00000267385,0.18,6.56,-2.68,7.35E-85
CTB-63M22.1,ENSG00000229119,82.059,30.96,1.378,1.16E-10
CTB-79E8.2,ENSG00000253445,2.21,0.26,1.349,8.37E-30
CTB-79E8.3,ENSG00000253683,0,2.64,-1.864,2.84E-26
CTBP1-AS2,ENSG00000196810,7.54,2.92,1.123,6.16E-36
CTBP2,ENSG00000175029,33.55,12.07,1.402,8.47E-36
CTBS,ENSG00000117151,12.62,5.1,1.159,3.83E-42
CTC-246B18.10,ENSG00000269246,4.04,1.13,1.243,1.04E-16
CTC-251I16.1,ENSG00000279496,2.3,0.39,1.247,4.86E-32
CTC-425F1.4,ENSG00000267458,9.59,1.01,2.397,3.06E-22
CTC-429P9.4,ENSG00000268790,5.06,1.35,1.367,1.14E-10
CTC-444N24.11,ENSG00000268205,7.48,3,1.084,1.78E-29
CTC-444N24.8,ENSG00000268713,4.56,1.26,1.299,1.45E-52
CTC-459F4.3,ENSG00000267575,4.3,1.48,1.096,1.02E-43
CTC-518B2.12,ENSG00000268739,2.09,0,1.628,2.25E-22
CTC-518P12.6,ENSG00000267484,1.76,0,1.465,3.52E-30
CTC-526N19.1,ENSG00000277013,0.47,3.2,-1.515,7.59E-50
CTCF,ENSG00000102974,19.73,6.47,1.473,3.25E-61
CTD-2008P7.9,ENSG00000267259,0.23,9.98,-3.158,7.8E-91
CTD-2015G9.2,ENSG00000261175,1.33,0,1.22,1.36E-30
CTD-2020K17.1,ENSG00000267121,2.21,0.57,1.032,6.99E-18
CTD-2224J9.4,ENSG00000241434,1.92,0,1.546,7.47E-07
CTD-2227E11.1,ENSG00000270933,1.4,15.41,-2.773,9.44E-59
CTD-2231E14.8,ENSG00000269243,36.78,7.56,2.142,1.26E-76
CTD-2245F17.3,ENSG00000269051,1.57,0.25,1.04,4.73E-22
CTD-2267D19.3,ENSG00000266208,3.99,0.9,1.393,1.09E-60
CTD-2303H24.2,ENSG00000273018,1.73,4.89,-1.109,1.74E-09
CTD-2336O2.1,ENSG00000253982,15.82,4.51,1.61,6.71E-58
CTD-2369P2.12,ENSG00000267303,14.91,3.01,1.988,2.14E-55
CTD-2377D24.6,ENSG00000244649,7.4,0,3.07,7.08E-30
CTD-2396E7.11,ENSG00000275234,25.96,10.6,1.217,3.07E-21
CTD-2510F5.4,ENSG00000265415,1.03,0,1.021,9.72E-41
CTD-2510F5.6,ENSG00000265303,1.29,0,1.195,7.46E-12
CTD-2540B15.11,ENSG00000267580,10.33,2.61,1.65,4.72E-30
CTD-2574D22.6,ENSG00000281348,1.19,0,1.131,2.8E-23
CTD-2626G11.2,ENSG00000268416,0.05,1.35,-1.162,5.58E-36
CTD-2647L4.5,ENSG00000259607,5.47,0.83,1.822,2.74E-10
CTD-3141N22.1,ENSG00000241069,2.78,0,1.918,8.22E-08
CTD-3157E16.1,ENSG00000265519,2.64,0.77,1.04,1.44E-26
CTD-3157E16.2,ENSG00000276855,11.14,3.3,1.497,5.48E-42
CTD-3214H19.16,ENSG00000269711,2.08,0,1.623,7.53E-15
CTD-3252C9.4,ENSG00000267519,18.539,2.64,2.424,1.62E-36
CTDNEP1,ENSG00000175826,98.598,42.949,1.18,7.88E-37
CTDSP1,ENSG00000144579,93.85,38.17,1.276,2.93E-31
CTDSPL,ENSG00000144677,24,4.74,2.123,8.5E-65
CTDSPL2,ENSG00000137770,7.1,2.51,1.206,5.14E-41
CTF1,ENSG00000150281,4.26,1.3,1.193,9.12E-35
CTGF,ENSG00000118523,172.804,25.029,2.739,1.05E-35
CTHRC1,ENSG00000164932,109.303,0.89,5.867,6.25E-82
CTIF,ENSG00000134030,12.65,4.88,1.215,3.65E-38
CTLA4,ENSG00000163599,1.15,0.04,1.048,2.1E-31
CTNNA1,ENSG00000044115,196.678,40.63,2.247,2.72E-59
CTNNAL1,ENSG00000119326,21.52,7.18,1.461,1.44E-41
CTNNB1,ENSG00000168036,155.319,29.84,2.342,1.01E-64
CTNNBIP1,ENSG00000178585,23.091,9.23,1.236,1.12E-42
CTNNBL1,ENSG00000132792,49.09,8.77,2.358,3.97E-84
CTNND1,ENSG00000198561,93.752,46.038,1.01,2.36E-15
CTNND2,ENSG00000169862,1.7,7.19,-1.601,2.56E-22
CTPS1,ENSG00000171793,13.43,4.6,1.366,5.66E-34
CTR9,ENSG00000198730,12.51,5.2,1.124,9.03E-45
CTRB1,ENSG00000168925,63.941,28700.733,-8.788,2.85E-38
CTRB2,ENSG00000168928,92.027,29919.531,-8.329,5.99E-37
CTRC,ENSG00000162438,18.83,8000.641,-8.657,3.43E-40
CTRL,ENSG00000141086,1.63,931.943,-8.471,1.83E-50
CTSA,ENSG00000064601,166.883,30.92,2.395,6.03E-68
CTSB,ENSG00000164733,658.664,58.012,3.483,3.46E-72
CTSC,ENSG00000109861,149.935,14.76,3.26,1.05E-69
CTSD,ENSG00000117984,819.442,129.238,2.655,3.98E-60
CTSE,ENSG00000196188,321.393,0.6,7.655,6.63E-66
CTSF,ENSG00000174080,32.951,15.76,1.018,5.62E-22
CTSH,ENSG00000103811,338.543,43.98,2.916,4.26E-50
CTSK,ENSG00000143387,122.683,3.46,4.793,4.1E-70
CTSL,ENSG00000135047,115.407,26.319,2.091,1.4E-47
CTSO,ENSG00000256043,22.721,4.54,2.098,4.97E-58
CTSS,ENSG00000163131,137.472,4.72,4.597,1.01E-70
CTSV,ENSG00000136943,3.88,0.71,1.513,3.49E-27
CTSW,ENSG00000172543,3.81,0.28,1.91,1.78E-36
CTSZ,ENSG00000101160,280.468,32.34,3.078,1.66E-67
CTTN,ENSG00000085733,150.664,56.991,1.387,7.02E-34
CTTNBP2NL,ENSG00000143079,10.86,1.19,2.437,4.75E-73
CTXN1,ENSG00000178531,5.5,0.61,2.013,1.41E-44
CUEDC1,ENSG00000180891,31.499,10.95,1.443,6.96E-46
CUEDC2,ENSG00000107874,46.038,17.94,1.312,5.8E-43
CUL1,ENSG00000055130,25.41,7.91,1.568,3.13E-63
CUL2,ENSG00000108094,11.52,4.19,1.27,9.42E-51
CUL3,ENSG00000036257,46.791,15.75,1.513,7.61E-55
CUL4A,ENSG00000139842,30.651,13.61,1.115,1.1E-34
CUL4B,ENSG00000158290,17.36,7.07,1.186,9.85E-47
CUTA,ENSG00000112514,198.83,76.542,1.366,3.86E-37
CUX1,ENSG00000257923,54.689,16.34,1.683,9.42E-61
CUZD1,ENSG00000138161,1.83,866.946,-8.261,2.39E-59
CWC15,ENSG00000150316,44.151,18.34,1.223,4.43E-42
CWC22,ENSG00000163510,10.58,3.17,1.474,1.4E-60
CWC27,ENSG00000153015,13.3,3.45,1.684,5.24E-71
CWF19L2,ENSG00000152404,4.84,1.78,1.071,1.86E-45
CX3CL1,ENSG00000006210,24,3.83,2.372,4.7E-49
CXADR,ENSG00000154639,9.59,3.07,1.38,3.29E-31
CXCL1,ENSG00000163739,16.09,4.5,1.636,3.28E-13
CXCL10,ENSG00000169245,6.13,0.13,2.658,1.27E-31
CXCL13,ENSG00000156234,3.45,0.07,2.056,1.69E-22
CXCL14,ENSG00000145824,88.401,3.05,4.464,3.22E-49
CXCL16,ENSG00000161921,93.538,6.72,3.614,1.81E-82
CXCL17,ENSG00000189377,39.431,18.199,1.074,0.00419
CXCL3,ENSG00000163734,6.73,0.68,2.202,2.76E-26
CXCL5,ENSG00000163735,25.43,0.07,4.626,5.24E-45
CXCL6,ENSG00000124875,7.41,0.95,2.109,2.89E-17
CXCL8,ENSG00000169429,23.72,1.02,3.613,2.55E-35
CXCL9,ENSG00000138755,4.9,0.09,2.436,1.15E-29
CXCR3,ENSG00000186810,2.63,0.08,1.749,3.8E-48
CXCR4,ENSG00000121966,60.652,2.27,4.237,7.14E-64
CXCR5,ENSG00000160683,5.69,0.64,2.028,2.93E-47
CXCR6,ENSG00000172215,1.9,0.28,1.18,3.39E-28
CXorf21,ENSG00000120280,1.22,0.08,1.04,6.6E-32
CXorf36,ENSG00000147113,4.84,1.21,1.402,8.18E-36
CXorf38,ENSG00000185753,8.97,2.17,1.653,1.15E-60
CXorf56,ENSG00000018610,12.98,4.48,1.351,1.21E-57
CYB561A3,ENSG00000162144,29.84,10.91,1.373,1.14E-44
CYB561D2,ENSG00000114395,19.981,7.91,1.236,6.43E-42
CYB5B,ENSG00000103018,68.171,10.51,2.587,2.76E-74
CYB5D2,ENSG00000167740,14.28,5.67,1.196,5.09E-45
CYB5R2,ENSG00000166394,11.3,1.56,2.264,1.25E-59
CYB5R3,ENSG00000100243,178.501,31.999,2.444,1.62E-64
CYB5R4,ENSG00000065615,8.22,1.91,1.664,4.99E-53
CYBA,ENSG00000051523,378.696,38.529,3.264,7.19E-50
CYBB,ENSG00000165168,12.17,1.13,2.628,1.64E-39
CYBRD1,ENSG00000071967,44.901,4.56,3.045,4.28E-53
CYCS,ENSG00000172115,60.812,11.45,2.312,1.78E-68
CYFIP1,ENSG00000273749,51.388,17.74,1.483,2.12E-45
CYFIP2,ENSG00000055163,14.06,3.23,1.832,5.88E-44
CYGB,ENSG00000161544,24.62,4.31,2.27,9.86E-48
CYLD,ENSG00000083799,12.93,4.07,1.458,1.61E-49
CYP1B1,ENSG00000138061,11.77,0.84,2.795,3.87E-40
CYP27A1,ENSG00000135929,27.14,3.07,2.79,2.08E-60
CYP2B7P,ENSG00000256612,1.44,0.14,1.098,5.54E-25
CYP2C18,ENSG00000108242,7.6,0.04,3.048,2.64E-49
CYP2C9,ENSG00000138109,2.51,0.09,1.687,2.6E-24
CYP2E1,ENSG00000130649,1.69,5.55,-1.284,2.99E-22
CYP2J2,ENSG00000134716,4.61,0.67,1.748,3.17E-42
CYP2S1,ENSG00000167600,23.4,0.18,4.37,1.09E-57
CYP2U1,ENSG00000155016,2.74,0.66,1.172,1.21E-41
CYP3A4,ENSG00000160868,0.2,2,-1.322,1.98E-11
CYP3A43,ENSG00000021461,0,1.09,-1.064,5.03E-20
CYP4F12,ENSG00000186204,8.44,0.69,2.482,5.3E-38
CYP4F3,ENSG00000186529,3.59,0.1,2.061,3.58E-45
CYP4F35P,ENSG00000265787,0.77,2.59,-1.02,1.76E-19
CYP51A1,ENSG00000001630,37.369,9.72,1.84,3.07E-50
CYR61,ENSG00000142871,93.909,21.28,2.091,4.86E-21
CYSTM1,ENSG00000120306,240.834,29.38,2.993,1.1E-61
CYTH1,ENSG00000108669,36.949,13.36,1.402,4.5E-30
CYTH2,ENSG00000105443,58.948,17.52,1.695,3.59E-51
CYTH3,ENSG00000008256,13.37,2.97,1.856,6.22E-50
CYTH4,ENSG00000100055,5.7,1.01,1.737,6.9E-36
CYTIP,ENSG00000115165,7.62,1.09,2.044,3.19E-38
CYYR1,ENSG00000166265,6.02,1.82,1.316,2.37E-29
D4S234E,ENSG00000168824,2.04,0.43,1.088,5.81E-21
DAAM1,ENSG00000100592,11.44,4.17,1.267,1.71E-33
DAB2,ENSG00000153071,25.109,8.54,1.453,6.37E-28
DAB2IP,ENSG00000136848,18.95,6.56,1.4,8.07E-36
DACT1,ENSG00000165617,9.57,0.65,2.679,3.19E-53
DACT3,ENSG00000197380,4.37,0.33,2.014,8.57E-52
DAD1,ENSG00000129562,253.14,73.94,1.762,1.3E-56
DAG1,ENSG00000173402,46.278,18.699,1.263,5.86E-34
DAGLB,ENSG00000164535,12.39,4.06,1.404,1.42E-49
DAP3,ENSG00000132676,76.898,34.35,1.14,2.48E-36
DAPK3,ENSG00000167657,52.928,15,1.753,1.79E-52
DAPP1,ENSG00000070190,7.2,0.12,2.872,1.82E-65
DARS,ENSG00000115866,41.581,15.47,1.37,3.63E-39
DARS2,ENSG00000117593,8.68,2.47,1.48,1.49E-57
DAXX,ENSG00000204209,34.98,10.38,1.661,4.4E-51
DAZAP2,ENSG00000183283,228.871,56.688,1.994,1.16E-53
DBF4,ENSG00000006634,4.86,1.56,1.195,1.04E-45
DBH-AS1,ENSG00000225756,0.75,3.29,-1.294,5.35E-38
DBI,ENSG00000155368,242.795,48.19,2.309,9.92E-64
DBN1,ENSG00000113758,49.428,6.71,2.709,1.16E-65
DBNDD2,ENSG00000244274,71.54,14.87,2.193,3.59E-61
DBNL,ENSG00000136279,87.729,18.34,2.198,6.86E-70
DBP,ENSG00000105516,13.57,4.52,1.4,1.29E-27
DCAF12,ENSG00000198876,17.869,5.44,1.551,1.26E-56
DCAF13,ENSG00000164934,22.13,6.91,1.548,3.31E-55
DCAF15,ENSG00000132017,22.841,8.64,1.306,1.26E-17
DCAF6,ENSG00000143164,31.499,8.65,1.752,3.26E-65
DCAF7,ENSG00000136485,23.34,6.91,1.622,5.95E-57
DCAKD,ENSG00000172992,15.38,5.95,1.237,4.23E-48
DCBLD1,ENSG00000164465,12.88,3.2,1.725,2.07E-53
DCBLD2,ENSG00000057019,13.34,2.21,2.159,6.29E-45
DCHS1,ENSG00000166341,3.63,1.18,1.087,1.48E-30
DCK,ENSG00000156136,10.59,1.82,2.039,1.9E-66
DCLK1,ENSG00000133083,1.81,0.38,1.026,4.95E-24
DCLRE1B,ENSG00000118655,2.73,0.39,1.424,5.37E-70
DCLRE1C,ENSG00000152457,4.06,1.22,1.189,2.78E-40
DCN,ENSG00000011465,473.722,53.382,3.126,6.55E-42
DCP1A,ENSG00000272886,6.41,2.5,1.082,1.67E-38
DCP1B,ENSG00000151065,8.88,3.5,1.135,2.05E-36
DCP2,ENSG00000172795,6.8,1.93,1.413,5.5E-59
DCPS,ENSG00000110063,15.67,5.35,1.392,5.5E-44
DCSTAMP,ENSG00000164935,1.53,0.02,1.311,1.07E-31
DCTD,ENSG00000129187,60.53,21.13,1.475,3.08E-50
DCTN1,ENSG00000204843,70.682,19.24,1.824,1.7E-56
DCTN3,ENSG00000137100,69.338,31.441,1.117,4.33E-35
DCTN5,ENSG00000166847,32.479,8.28,1.851,1.12E-61
DCTN6,ENSG00000104671,27.86,10.79,1.291,2.19E-45
DCTPP1,ENSG00000179958,43.98,9.37,2.117,4.73E-65
DCUN1D1,ENSG00000043093,9.26,2.52,1.543,1.34E-51
DCUN1D3,ENSG00000188215,4.61,1.67,1.071,5.01E-40
DCUN1D5,ENSG00000137692,14.63,6.73,1.016,5.1E-32
DDA1,ENSG00000130311,43.989,7.82,2.351,5.84E-74
DDAH1,ENSG00000153904,26.829,7.28,1.749,3.06E-51
DDAH2,ENSG00000213722,81.599,8.69,3.092,1.58E-65
DDB1,ENSG00000167986,92.289,29.321,1.621,2.57E-58
DDIT3,ENSG00000175197,35.661,12.93,1.396,1.63E-32
DDR1,ENSG00000204580,115.439,41.839,1.443,1.14E-27
DDR2,ENSG00000162733,8.17,0.95,2.233,9.89E-46
DDX10,ENSG00000178105,15.08,6.13,1.173,8.34E-44
DDX18,ENSG00000088205,23.24,9.78,1.169,4.53E-33
DDX19A,ENSG00000168872,18.82,7.68,1.191,2.39E-44
DDX19B,ENSG00000157349,25.801,9.27,1.384,1.45E-46
DDX21,ENSG00000165732,24.08,10.96,1.068,2.56E-20
DDX23,ENSG00000174243,47.801,20.87,1.158,1.27E-32
DDX24,ENSG00000089737,97.869,29.49,1.697,9.67E-58
DDX27,ENSG00000124228,33.321,11.97,1.404,1.56E-45
DDX28,ENSG00000182810,6.67,2.11,1.302,4.37E-64
DDX39A,ENSG00000123136,53.6,14.65,1.803,8.02E-48
DDX3X,ENSG00000215301,64.23,22.15,1.495,2.27E-42
DDX41,ENSG00000183258,69.661,21.421,1.656,7.41E-50
DDX49,ENSG00000105671,32.19,14.94,1.058,9.75E-32
DDX50,ENSG00000107625,21.58,9.1,1.161,8.75E-45
DDX56,ENSG00000136271,52.428,20.959,1.283,5.64E-38
DDX58,ENSG00000107201,6.93,2.02,1.393,5.65E-40
DDX6,ENSG00000110367,25.74,8.98,1.422,9.24E-54
DDX60,ENSG00000137628,14.85,1.34,2.76,3.09E-64
DDX60L,ENSG00000181381,9.88,2.32,1.712,9.98E-48
DEAF1,ENSG00000177030,24.13,10.36,1.145,1.38E-41
DECR1,ENSG00000104325,68.1,25.38,1.389,3.43E-40
DEDD,ENSG00000158796,27.779,9.1,1.511,6.78E-50
DEDD2,ENSG00000160570,35.111,9.84,1.736,4.82E-55
DEFB1,ENSG00000164825,107.373,220.585,-1.032,1.54E-06
DEGS1,ENSG00000143753,35.55,7.43,2.116,2.33E-71
DEGS2,ENSG00000168350,11.54,2.31,1.922,5.71E-26
DEK,ENSG00000124795,34.89,10.49,1.643,2.84E-47
DENND1A,ENSG00000119522,9.29,1.95,1.802,1.04E-66
DENND1C,ENSG00000205744,18.35,6.73,1.324,8.56E-33
DENND2A,ENSG00000146966,3.28,0.61,1.411,3.14E-47
DENND2D,ENSG00000162777,30.71,6.84,2.016,9.91E-51
DENND3,ENSG00000105339,16.31,5.02,1.524,2.55E-30
DENND6A,ENSG00000174839,7.67,2.14,1.465,8.09E-57
DENR,ENSG00000139726,25.3,7.79,1.581,1.28E-62
DEPDC1B,ENSG00000035499,2.07,0.06,1.534,6.64E-54
DEPDC5,ENSG00000100150,5.71,1.99,1.166,2.22E-42
DEPTOR,ENSG00000155792,14.14,2.17,2.256,2.75E-67
DERA,ENSG00000023697,27.02,7.85,1.663,7.95E-57
DERL1,ENSG00000136986,42.899,11.04,1.866,2.66E-63
DESI1,ENSG00000100418,15.009,6.45,1.104,9.57E-39
DESI2,ENSG00000121644,15.45,3.2,1.97,3.2E-72
DEXI,ENSG00000182108,28.969,11.9,1.216,3.07E-48
DFFA,ENSG00000160049,13.12,4.35,1.4,8.68E-57
DFNA5,ENSG00000105928,8.97,1.13,2.227,2.24E-49
DGAT1,ENSG00000185000,45.73,13.48,1.69,3.74E-42
DGAT2,ENSG00000062282,6.23,0.71,2.08,5.63E-36
DGCR14,ENSG00000100056,10.83,3.81,1.298,7.17E-57
DGCR2,ENSG00000070413,40.399,16.3,1.259,1.02E-43
DGCR5,ENSG00000237517,0.39,3.57,-1.717,9.97E-54
DGCR6L,ENSG00000128185,42.109,15.89,1.352,2.85E-46
DGKA,ENSG00000065357,46.649,15.911,1.495,3.66E-24
DGKD,ENSG00000077044,8.06,3.35,1.059,1.3E-24
DGKH,ENSG00000102780,2.56,0.37,1.378,1.45E-60
DGKQ,ENSG00000145214,8.61,3.76,1.014,3.3E-22
DGUOK,ENSG00000114956,69.791,13.62,2.276,1.38E-74
DHCR24,ENSG00000116133,53.63,9.16,2.427,1.61E-35
DHCR7,ENSG00000172893,22.65,4.65,2.066,8.07E-56
DHDDS,ENSG00000117682,19.37,8.03,1.174,1.36E-39
DHDH,ENSG00000104808,1.43,0.05,1.211,1.14E-20
DHFR,ENSG00000228716,7.93,0.78,2.327,1.29E-81
DHFRP1,ENSG00000188985,3.1,0.03,1.993,6.21E-49
DHRS1,ENSG00000157379,29.829,9.33,1.577,3.85E-41
DHRS3,ENSG00000162496,100.74,40.731,1.286,4.62E-24
DHRS7,ENSG00000100612,84.418,21.791,1.906,1.11E-61
DHRS7B,ENSG00000109016,24.501,8.3,1.455,1.03E-58
DHRS9,ENSG00000073737,15.18,0.1,3.879,7.22E-42
DHX29,ENSG00000067248,9.84,4.3,1.032,6.38E-44
DHX30,ENSG00000132153,30.041,13.5,1.098,2.46E-36
DHX32,ENSG00000089876,19.34,9.08,1.013,6.28E-36
DHX35,ENSG00000101452,6.27,2.3,1.139,7.13E-47
DHX36,ENSG00000174953,24.68,10.65,1.14,6.06E-35
DHX38,ENSG00000140829,30.93,14.81,1.014,3.22E-28
DHX40,ENSG00000108406,14.82,6.77,1.026,1.34E-33
DHX58,ENSG00000108771,17.2,4.7,1.675,6.65E-41
DHX8,ENSG00000067596,25.17,6.33,1.836,3.4E-76
DHX9,ENSG00000135829,70.638,21.651,1.661,5.99E-59
DIABLO,ENSG00000184047,51.599,14.07,1.803,1.91E-62
DIAPH1,ENSG00000131504,60.9,19.48,1.596,3.83E-42
DIAPH2,ENSG00000147202,4.98,1.24,1.417,1.09E-57
DIAPH3,ENSG00000139734,1.29,0.06,1.111,4.61E-50
DIDO1,ENSG00000101191,20.41,8.85,1.12,1.88E-31
DIEXF,ENSG00000117597,3.89,1.3,1.088,3.6E-49
DIO2,ENSG00000211448,4.73,0.18,2.28,1.05E-54
DIO3,ENSG00000197406,2.9,0.43,1.447,7.98E-29
DIP2B,ENSG00000066084,8.22,2.27,1.495,1.17E-57
DIP2C,ENSG00000151240,5.95,2.03,1.198,2.6E-41
DIS3,ENSG00000083520,9.92,3.36,1.325,1.3E-47
DIS3L2,ENSG00000144535,13.53,5.74,1.108,9.91E-40
DISC1,ENSG00000162946,1.54,0.24,1.035,1.39E-55
DISP1,ENSG00000154309,3.13,0.83,1.174,3.48E-54
DISP2,ENSG00000140323,1.87,0.36,1.077,4.38E-27
DIXDC1,ENSG00000150764,4.35,1.62,1.03,1.47E-29
DKK1,ENSG00000107984,9.98,0.11,3.306,2.06E-49
DKK2,ENSG00000155011,1.16,0.03,1.068,9.99E-40
DKK3,ENSG00000050165,72.902,4.71,3.694,2.08E-76
DLAT,ENSG00000150768,12.38,3.15,1.689,5.61E-60
DLC1,ENSG00000164741,7.35,2.7,1.174,2.99E-26
DLD,ENSG00000091140,35.17,14.79,1.196,2.52E-37
DLEU1,ENSG00000176124,6.04,1.42,1.541,1.04E-63
DLEU1_1,ENSG00000276089,1.52,0.22,1.047,8.38E-07
DLG1,ENSG00000075711,18.439,6.9,1.299,4.91E-41
DLG4,ENSG00000132535,9.81,3.44,1.284,2.08E-28
DLG5,ENSG00000151208,14.9,5.69,1.249,1.9E-33
DLGAP1-AS1,ENSG00000177337,9.56,2.12,1.759,5.56E-42
DLGAP1-AS2,ENSG00000262001,2.32,0.54,1.108,7.57E-27
DLGAP4,ENSG00000080845,46.879,18.12,1.324,2.57E-37
DLGAP5,ENSG00000126787,3.32,0.04,2.054,9.76E-65
DLL4,ENSG00000128917,7.71,0.91,2.189,1.29E-60
DLST,ENSG00000119689,48.91,20.17,1.237,2.49E-34
DMBT1,ENSG00000187908,25.779,0.28,4.387,1.67E-34
DMD,ENSG00000198947,3.39,10.76,-1.422,2.7E-33
DMTN,ENSG00000158856,23.36,10.83,1.042,4.03E-18
DMWD,ENSG00000185800,17.48,8.12,1.019,7.93E-32
DNAAF5,ENSG00000164818,12.46,4.88,1.195,3.38E-42
DNAJA1,ENSG00000086061,73.95,21.021,1.767,3.01E-45
DNAJA2,ENSG00000069345,36.051,10.12,1.736,1.3E-57
DNAJA4,ENSG00000140403,18.77,3.82,2.036,1.48E-32
DNAJB1,ENSG00000132002,86.15,16.63,2.305,1.34E-40
DNAJB11,ENSG00000090520,119.692,45.521,1.375,5.69E-48
DNAJB12,ENSG00000148719,26.8,10.64,1.256,5.25E-45
